Mouse ID,Drug Regimen,Sex,Age_months,Weight (g),Timepoint,Tumor Volume (mm3),Metastatic Sites,Tumor_Volume_Change_mm3,Tumor_Volume_Change_pct,Weight_Category,Age_Group,Study_Phase
i635,Propriva,Male,21,26.0,25,52.92882323,1,7.928823229999999,17.62,Heavy (>22g),13–24 mo,Mid (11–25)
i635,Propriva,Male,21,26.0,30,53.5970382,2,8.5970382,19.1,Heavy (>22g),13–24 mo,Late (26–45)
i635,Propriva,Male,21,26.0,35,55.67999656,2,10.67999656,23.73,Heavy (>22g),13–24 mo,Late (26–45)
i635,Propriva,Male,21,26.0,40,56.84243514,3,11.84243514,26.32,Heavy (>22g),13–24 mo,Late (26–45)
i635,Propriva,Male,21,26.0,45,58.63340414,3,13.633404140000003,30.3,Heavy (>22g),13–24 mo,Late (26–45)
i669,Placebo,Female,18,27.0,0,45.0,0,0.0,0.0,Heavy (>22g),13–24 mo,Early (0–10)
i669,Placebo,Female,18,27.0,5,46.76466824,1,1.7646682399999989,3.92,Heavy (>22g),13–24 mo,Early (0–10)
i669,Placebo,Female,18,27.0,10,48.2816334,1,3.281633399999997,7.29,Heavy (>22g),13–24 mo,Early (0–10)
i669,Placebo,Female,18,27.0,15,48.8576007,1,3.857600699999999,8.57,Heavy (>22g),13–24 mo,Mid (11–25)
i669,Placebo,Female,18,27.0,20,50.87369027,1,5.873690269999997,13.05,Heavy (>22g),13–24 mo,Mid (11–25)
i669,Placebo,Female,18,27.0,25,53.30318455,2,8.303184549999997,18.45,Heavy (>22g),13–24 mo,Mid (11–25)
i901,Stelasyn,Male,23,29.0,0,45.0,0,0.0,0.0,Heavy (>22g),13–24 mo,Early (0–10)
i901,Stelasyn,Male,23,29.0,5,46.49302392,0,1.4930239199999988,3.32,Heavy (>22g),13–24 mo,Early (0–10)
i901,Stelasyn,Male,23,29.0,10,50.42124982,0,5.42124982,12.05,Heavy (>22g),13–24 mo,Early (0–10)
i901,Stelasyn,Male,23,29.0,15,51.41964239,0,6.41964239,14.27,Heavy (>22g),13–24 mo,Mid (11–25)
i901,Stelasyn,Male,23,29.0,20,55.97440502,0,10.974405019999999,24.39,Heavy (>22g),13–24 mo,Mid (11–25)
i901,Stelasyn,Male,23,29.0,25,56.575195,0,11.575195,25.72,Heavy (>22g),13–24 mo,Mid (11–25)
i901,Stelasyn,Male,23,29.0,30,60.59185755,0,15.59185755,34.65,Heavy (>22g),13–24 mo,Late (26–45)
i901,Stelasyn,Male,23,29.0,35,62.12733561,0,17.127335610000003,38.06,Heavy (>22g),13–24 mo,Late (26–45)
i901,Stelasyn,Male,23,29.0,40,64.30345451,0,19.303454509999995,42.9,Heavy (>22g),13–24 mo,Late (26–45)
i901,Stelasyn,Male,23,29.0,45,65.34181087,0,20.341810870000003,45.2,Heavy (>22g),13–24 mo,Late (26–45)
j235,Placebo,Male,6,30.0,0,45.0,0,0.0,0.0,Heavy (>22g),0–6 mo,Early (0–10)
j235,Placebo,Male,6,30.0,5,46.58881978,0,1.5888197800000015,3.53,Heavy (>22g),0–6 mo,Early (0–10)
j235,Placebo,Male,6,30.0,10,48.01878792,1,3.018787920000001,6.71,Heavy (>22g),0–6 mo,Early (0–10)
j235,Placebo,Male,6,30.0,15,51.16113815,1,6.161138149999999,13.69,Heavy (>22g),0–6 mo,Mid (11–25)
j235,Placebo,Male,6,30.0,20,52.94290169,1,7.942901689999999,17.65,Heavy (>22g),0–6 mo,Mid (11–25)
j296,Ceftamin,Female,24,30.0,0,45.0,0,0.0,0.0,Heavy (>22g),13–24 mo,Early (0–10)
j296,Ceftamin,Female,24,30.0,5,46.79925591,1,1.7992559099999994,4.0,Heavy (>22g),13–24 mo,Early (0–10)
j296,Ceftamin,Female,24,30.0,10,48.52997762,2,3.529977619999997,7.84,Heavy (>22g),13–24 mo,Early (0–10)
j296,Ceftamin,Female,24,30.0,15,50.70127959,2,5.701279589999999,12.67,Heavy (>22g),13–24 mo,Mid (11–25)
j296,Ceftamin,Female,24,30.0,20,54.00534209,3,9.00534209,20.01,Heavy (>22g),13–24 mo,Mid (11–25)
j296,Ceftamin,Female,24,30.0,25,55.76714817,3,10.767148169999999,23.93,Heavy (>22g),13–24 mo,Mid (11–25)
j296,Ceftamin,Female,24,30.0,30,56.80306121,3,11.803061210000003,26.23,Heavy (>22g),13–24 mo,Late (26–45)
j296,Ceftamin,Female,24,30.0,35,58.71448296,3,13.714482959999998,30.48,Heavy (>22g),13–24 mo,Late (26–45)
j296,Ceftamin,Female,24,30.0,40,60.07268848,3,15.072688479999997,33.49,Heavy (>22g),13–24 mo,Late (26–45)
j296,Ceftamin,Female,24,30.0,45,61.84902336,3,16.849023359999997,37.44,Heavy (>22g),13–24 mo,Late (26–45)
j365,Zoniferol,Male,24,28.0,0,45.0,0,0.0,0.0,Heavy (>22g),13–24 mo,Early (0–10)
j365,Zoniferol,Male,24,28.0,5,46.7112611,0,1.7112611000000015,3.8,Heavy (>22g),13–24 mo,Early (0–10)
j365,Zoniferol,Male,24,28.0,10,48.34932028,0,3.3493202800000006,7.44,Heavy (>22g),13–24 mo,Early (0–10)
j365,Zoniferol,Male,24,28.0,15,49.58826336,0,4.588263359999999,10.2,Heavy (>22g),13–24 mo,Mid (11–25)
j365,Zoniferol,Male,24,28.0,20,50.93935278,1,5.93935278,13.2,Heavy (>22g),13–24 mo,Mid (11–25)
j365,Zoniferol,Male,24,28.0,25,51.8103204,1,6.810320400000002,15.13,Heavy (>22g),13–24 mo,Mid (11–25)
j365,Zoniferol,Male,24,28.0,30,54.40488176,1,9.404881760000002,20.9,Heavy (>22g),13–24 mo,Late (26–45)
j365,Zoniferol,Male,24,28.0,35,56.96120016,2,11.961200159999997,26.58,Heavy (>22g),13–24 mo,Late (26–45)
j365,Zoniferol,Male,24,28.0,40,62.32717066,2,17.32717066,38.5,Heavy (>22g),13–24 mo,Late (26–45)
j365,Zoniferol,Male,24,28.0,45,64.29408493,2,19.294084929999997,42.88,Heavy (>22g),13–24 mo,Late (26–45)
j755,Naftisol,Male,23,27.0,0,45.0,0,0.0,0.0,Heavy (>22g),13–24 mo,Early (0–10)
j755,Naftisol,Male,23,27.0,5,47.24284357,0,2.242843569999998,4.98,Heavy (>22g),13–24 mo,Early (0–10)
j755,Naftisol,Male,23,27.0,10,48.16706083,0,3.167060829999997,7.04,Heavy (>22g),13–24 mo,Early (0–10)
j755,Naftisol,Male,23,27.0,15,51.45397391,0,6.453973910000002,14.34,Heavy (>22g),13–24 mo,Mid (11–25)
j755,Naftisol,Male,23,27.0,20,55.49660753,1,10.496607529999999,23.33,Heavy (>22g),13–24 mo,Mid (11–25)
j755,Naftisol,Male,23,27.0,25,58.05581822,1,13.055818219999999,29.01,Heavy (>22g),13–24 mo,Mid (11–25)
j755,Naftisol,Male,23,27.0,30,60.00720978,1,15.007209779999997,33.35,Heavy (>22g),13–24 mo,Late (26–45)
j755,Naftisol,Male,23,27.0,35,62.7328576,1,17.732857600000003,39.41,Heavy (>22g),13–24 mo,Late (26–45)
j755,Naftisol,Male,23,27.0,40,67.2077103,1,22.207710300000002,49.35,Heavy (>22g),13–24 mo,Late (26–45)
j755,Naftisol,Male,23,27.0,45,69.56362076,1,24.563620760000006,54.59,Heavy (>22g),13–24 mo,Late (26–45)
j984,Stelasyn,Female,2,30.0,0,45.0,0,0.0,0.0,Heavy (>22g),0–6 mo,Early (0–10)
j984,Stelasyn,Female,2,30.0,5,48.41072109,1,3.4107210900000027,7.58,Heavy (>22g),0–6 mo,Early (0–10)
j984,Stelasyn,Female,2,30.0,10,50.14108401,1,5.14108401,11.42,Heavy (>22g),0–6 mo,Early (0–10)
j984,Stelasyn,Female,2,30.0,15,51.16675687,1,6.16675687,13.7,Heavy (>22g),0–6 mo,Mid (11–25)
j984,Stelasyn,Female,2,30.0,20,54.37251567,1,9.372515669999999,20.83,Heavy (>22g),0–6 mo,Mid (11–25)
j984,Stelasyn,Female,2,30.0,25,57.06435479,1,12.064354790000003,26.81,Heavy (>22g),0–6 mo,Mid (11–25)
j984,Stelasyn,Female,2,30.0,30,61.24050573,1,16.240505730000002,36.09,Heavy (>22g),0–6 mo,Late (26–45)
j984,Stelasyn,Female,2,30.0,35,64.05539896,1,19.055398960000005,42.35,Heavy (>22g),0–6 mo,Late (26–45)
j984,Stelasyn,Female,2,30.0,40,67.77708036,1,22.77708036,50.62,Heavy (>22g),0–6 mo,Late (26–45)
j984,Stelasyn,Female,2,30.0,45,70.65383162,1,25.653831620000005,57.01,Heavy (>22g),0–6 mo,Late (26–45)
k210,Ceftamin,Male,15,28.0,0,45.0,0,0.0,0.0,Heavy (>22g),13–24 mo,Early (0–10)
k210,Ceftamin,Male,15,28.0,5,47.91899771,0,2.9189977099999993,6.49,Heavy (>22g),13–24 mo,Early (0–10)
k210,Ceftamin,Male,15,28.0,10,49.37993231,0,4.379932310000001,9.73,Heavy (>22g),13–24 mo,Early (0–10)
k210,Ceftamin,Male,15,28.0,15,51.07355752,0,6.073557520000001,13.5,Heavy (>22g),13–24 mo,Mid (11–25)
k210,Ceftamin,Male,15,28.0,20,51.99761855,0,6.9976185499999985,15.55,Heavy (>22g),13–24 mo,Mid (11–25)
k210,Ceftamin,Male,15,28.0,25,54.61397279,0,9.613972789999998,21.36,Heavy (>22g),13–24 mo,Mid (11–25)
k210,Ceftamin,Male,15,28.0,30,59.98950976,1,14.989509759999997,33.31,Heavy (>22g),13–24 mo,Late (26–45)
k210,Ceftamin,Male,15,28.0,35,63.32933023,1,18.329330229999997,40.73,Heavy (>22g),13–24 mo,Late (26–45)
k210,Ceftamin,Male,15,28.0,40,66.62283628,2,21.62283628,48.05,Heavy (>22g),13–24 mo,Late (26–45)
k210,Ceftamin,Male,15,28.0,45,68.92318457,3,23.923184570000004,53.16,Heavy (>22g),13–24 mo,Late (26–45)
k382,Ketapril,Male,22,29.0,0,45.0,0,0.0,0.0,Heavy (>22g),13–24 mo,Early (0–10)
k382,Ketapril,Male,22,29.0,5,46.27499735,1,1.2749973499999996,2.83,Heavy (>22g),13–24 mo,Early (0–10)
k382,Ketapril,Male,22,29.0,10,50.18096763,1,5.180967629999998,11.51,Heavy (>22g),13–24 mo,Early (0–10)
k382,Ketapril,Male,22,29.0,15,54.42916821,1,9.42916821,20.95,Heavy (>22g),13–24 mo,Mid (11–25)
k382,Ketapril,Male,22,29.0,20,57.82435071,2,12.824350709999997,28.5,Heavy (>22g),13–24 mo,Mid (11–25)
k382,Ketapril,Male,22,29.0,25,59.50390392,3,14.503903919999999,32.23,Heavy (>22g),13–24 mo,Mid (11–25)
k382,Ketapril,Male,22,29.0,30,63.46944155,4,18.46944155,41.04,Heavy (>22g),13–24 mo,Late (26–45)
k382,Ketapril,Male,22,29.0,35,66.07918483,4,21.079184830000003,46.84,Heavy (>22g),13–24 mo,Late (26–45)
k382,Ketapril,Male,22,29.0,40,67.42095521,4,22.420955210000002,49.82,Heavy (>22g),13–24 mo,Late (26–45)
k382,Ketapril,Male,22,29.0,45,73.715619,4,28.715619000000004,63.81,Heavy (>22g),13–24 mo,Late (26–45)
k483,Infubinol,Female,20,30.0,0,45.0,0,0.0,0.0,Heavy (>22g),13–24 mo,Early (0–10)
k483,Infubinol,Female,20,30.0,5,46.61105571,0,1.6110557100000023,3.58,Heavy (>22g),13–24 mo,Early (0–10)
k483,Infubinol,Female,20,30.0,10,50.29604123,1,5.29604123,11.77,Heavy (>22g),13–24 mo,Early (0–10)
k483,Infubinol,Female,20,30.0,15,53.24445813,1,8.244458129999998,18.32,Heavy (>22g),13–24 mo,Mid (11–25)
k483,Infubinol,Female,20,30.0,20,54.77896052,1,9.778960519999998,21.73,Heavy (>22g),13–24 mo,Mid (11–25)
k483,Infubinol,Female,20,30.0,25,57.43200731,2,12.432007310000003,27.63,Heavy (>22g),13–24 mo,Mid (11–25)
k483,Infubinol,Female,20,30.0,30,59.74707708,2,14.747077079999997,32.77,Heavy (>22g),13–24 mo,Late (26–45)
k483,Infubinol,Female,20,30.0,35,60.54156159,2,15.54156159,34.54,Heavy (>22g),13–24 mo,Late (26–45)
k483,Infubinol,Female,20,30.0,40,64.13872489,3,19.138724890000006,42.53,Heavy (>22g),13–24 mo,Late (26–45)
k483,Infubinol,Female,20,30.0,45,66.19691151,3,21.196911510000007,47.1,Heavy (>22g),13–24 mo,Late (26–45)
k510,Stelasyn,Female,8,27.0,0,45.0,0,0.0,0.0,Heavy (>22g),7–12 mo,Early (0–10)
k510,Stelasyn,Female,8,27.0,5,46.6084671,0,1.6084670999999986,3.57,Heavy (>22g),7–12 mo,Early (0–10)
k510,Stelasyn,Female,8,27.0,10,47.6582498,1,2.6582498,5.91,Heavy (>22g),7–12 mo,Early (0–10)
k510,Stelasyn,Female,8,27.0,15,49.6870517,1,4.687051699999998,10.42,Heavy (>22g),7–12 mo,Mid (11–25)
k510,Stelasyn,Female,8,27.0,20,52.10557382,1,7.1055738199999965,15.79,Heavy (>22g),7–12 mo,Mid (11–25)
k603,Propriva,Male,2,27.0,0,45.0,0,0.0,0.0,Heavy (>22g),0–6 mo,Early (0–10)
k603,Propriva,Male,2,27.0,5,46.04211582,0,1.0421158199999994,2.32,Heavy (>22g),0–6 mo,Early (0–10)
k603,Propriva,Male,2,27.0,10,46.60694676,0,1.6069467599999996,3.57,Heavy (>22g),0–6 mo,Early (0–10)
k603,Propriva,Male,2,27.0,15,48.7752855,0,3.7752855000000025,8.39,Heavy (>22g),0–6 mo,Mid (11–25)
k603,Propriva,Male,2,27.0,20,50.18010935,0,5.180109350000002,11.51,Heavy (>22g),0–6 mo,Mid (11–25)
k754,Zoniferol,Female,8,26.0,0,45.0,0,0.0,0.0,Heavy (>22g),7–12 mo,Early (0–10)
k754,Zoniferol,Female,8,26.0,5,45.7277604,0,0.7277604000000011,1.62,Heavy (>22g),7–12 mo,Early (0–10)
k754,Zoniferol,Female,8,26.0,10,49.74611666,0,4.746116659999998,10.55,Heavy (>22g),7–12 mo,Early (0–10)
k754,Zoniferol,Female,8,26.0,15,51.32356994,0,6.323569939999999,14.05,Heavy (>22g),7–12 mo,Mid (11–25)
k754,Zoniferol,Female,8,26.0,20,52.69342276,1,7.693422759999997,17.1,Heavy (>22g),7–12 mo,Mid (11–25)
k804,Infubinol,Female,23,29.0,0,45.0,0,0.0,0.0,Heavy (>22g),13–24 mo,Early (0–10)
k804,Infubinol,Female,23,29.0,5,48.26620364,0,3.2662036400000005,7.26,Heavy (>22g),13–24 mo,Early (0–10)
k804,Infubinol,Female,23,29.0,10,49.47124419,0,4.47124419,9.94,Heavy (>22g),13–24 mo,Early (0–10)
k804,Infubinol,Female,23,29.0,15,50.47761824,0,5.477618239999998,12.17,Heavy (>22g),13–24 mo,Mid (11–25)
k804,Infubinol,Female,23,29.0,20,54.48451945,0,9.48451945,21.08,Heavy (>22g),13–24 mo,Mid (11–25)
k804,Infubinol,Female,23,29.0,25,55.67480798,1,10.674807979999997,23.72,Heavy (>22g),13–24 mo,Mid (11–25)
k804,Infubinol,Female,23,29.0,30,59.24061511,2,14.24061511,31.65,Heavy (>22g),13–24 mo,Late (26–45)
k804,Infubinol,Female,23,29.0,35,62.11727887,2,17.11727887,38.04,Heavy (>22g),13–24 mo,Late (26–45)
k862,Stelasyn,Female,13,25.0,0,45.0,0,0.0,0.0,Heavy (>22g),13–24 mo,Early (0–10)
k862,Stelasyn,Female,13,25.0,5,49.20305786,0,4.203057860000001,9.34,Heavy (>22g),13–24 mo,Early (0–10)
k862,Stelasyn,Female,13,25.0,10,50.52355007,1,5.523550069999999,12.27,Heavy (>22g),13–24 mo,Early (0–10)
k862,Stelasyn,Female,13,25.0,15,54.47453362,1,9.474533620000003,21.05,Heavy (>22g),13–24 mo,Mid (11–25)
k862,Stelasyn,Female,13,25.0,20,57.05784818,1,12.05784818,26.8,Heavy (>22g),13–24 mo,Mid (11–25)
k862,Stelasyn,Female,13,25.0,25,58.7192973,2,13.719297300000001,30.49,Heavy (>22g),13–24 mo,Mid (11–25)
k862,Stelasyn,Female,13,25.0,30,60.60543979,3,15.605439789999998,34.68,Heavy (>22g),13–24 mo,Late (26–45)
k862,Stelasyn,Female,13,25.0,35,66.58072244,3,21.580722440000002,47.96,Heavy (>22g),13–24 mo,Late (26–45)
k862,Stelasyn,Female,13,25.0,40,67.57134128,4,22.57134128,50.16,Heavy (>22g),13–24 mo,Late (26–45)
k862,Stelasyn,Female,13,25.0,45,69.29914907,4,24.29914907,54.0,Heavy (>22g),13–24 mo,Late (26–45)
k894,Zoniferol,Female,13,29.0,0,45.0,0,0.0,0.0,Heavy (>22g),13–24 mo,Early (0–10)
k894,Zoniferol,Female,13,29.0,5,47.64568674,0,2.645686740000002,5.88,Heavy (>22g),13–24 mo,Early (0–10)
k894,Zoniferol,Female,13,29.0,10,49.27287011,1,4.2728701099999995,9.5,Heavy (>22g),13–24 mo,Early (0–10)
k894,Zoniferol,Female,13,29.0,15,49.9877657,1,4.987765699999997,11.08,Heavy (>22g),13–24 mo,Mid (11–25)
k894,Zoniferol,Female,13,29.0,20,50.98163936,1,5.981639360000003,13.29,Heavy (>22g),13–24 mo,Mid (11–25)
k894,Zoniferol,Female,13,29.0,25,52.32583833,2,7.325838330000003,16.28,Heavy (>22g),13–24 mo,Mid (11–25)
k894,Zoniferol,Female,13,29.0,30,54.40012279,3,9.400122789999998,20.89,Heavy (>22g),13–24 mo,Late (26–45)
k894,Zoniferol,Female,13,29.0,35,55.36266238,4,10.362662380000003,23.03,Heavy (>22g),13–24 mo,Late (26–45)
k894,Zoniferol,Female,13,29.0,40,58.64705616,4,13.647056159999998,30.33,Heavy (>22g),13–24 mo,Late (26–45)
k894,Zoniferol,Female,13,29.0,45,60.75270417,4,15.752704170000001,35.01,Heavy (>22g),13–24 mo,Late (26–45)
l215,Propriva,Male,10,29.0,0,45.0,0,0.0,0.0,Heavy (>22g),7–12 mo,Early (0–10)
l215,Propriva,Male,10,29.0,5,49.48194935,1,4.481949350000001,9.96,Heavy (>22g),7–12 mo,Early (0–10)
l215,Propriva,Male,10,29.0,10,53.6539696,1,8.653969600000003,19.23,Heavy (>22g),7–12 mo,Early (0–10)
l264,Ketapril,Female,15,30.0,0,45.0,0,0.0,0.0,Heavy (>22g),13–24 mo,Early (0–10)
l264,Ketapril,Female,15,30.0,5,46.66876646,0,1.6687664600000005,3.71,Heavy (>22g),13–24 mo,Early (0–10)
l264,Ketapril,Female,15,30.0,10,50.65958094,0,5.659580939999998,12.58,Heavy (>22g),13–24 mo,Early (0–10)
l471,Ceftamin,Female,7,28.0,0,45.0,0,0.0,0.0,Heavy (>22g),7–12 mo,Early (0–10)
l471,Ceftamin,Female,7,28.0,5,46.25187204,0,1.251872040000002,2.78,Heavy (>22g),7–12 mo,Early (0–10)
l471,Ceftamin,Female,7,28.0,10,48.18206306,0,3.1820630599999973,7.07,Heavy (>22g),7–12 mo,Early (0–10)
l471,Ceftamin,Female,7,28.0,15,49.40687901,0,4.406879009999997,9.79,Heavy (>22g),7–12 mo,Mid (11–25)
l471,Ceftamin,Female,7,28.0,20,52.22832698,0,7.2283269799999985,16.06,Heavy (>22g),7–12 mo,Mid (11–25)
l471,Ceftamin,Female,7,28.0,25,52.84755893,1,7.847558929999998,17.44,Heavy (>22g),7–12 mo,Mid (11–25)
l471,Ceftamin,Female,7,28.0,30,58.09360446,1,13.093604460000002,29.1,Heavy (>22g),7–12 mo,Late (26–45)
l471,Ceftamin,Female,7,28.0,35,61.40599916,1,16.40599916,36.46,Heavy (>22g),7–12 mo,Late (26–45)
l471,Ceftamin,Female,7,28.0,40,63.84485785,1,18.844857849999997,41.88,Heavy (>22g),7–12 mo,Late (26–45)
l471,Ceftamin,Female,7,28.0,45,67.74866174,1,22.748661740000003,50.55,Heavy (>22g),7–12 mo,Late (26–45)
l490,Ceftamin,Male,24,26.0,0,45.0,0,0.0,0.0,Heavy (>22g),13–24 mo,Early (0–10)
l490,Ceftamin,Male,24,26.0,5,45.61253918,1,0.6125391799999989,1.36,Heavy (>22g),13–24 mo,Early (0–10)
l490,Ceftamin,Male,24,26.0,10,47.25960594,1,2.25960594,5.02,Heavy (>22g),13–24 mo,Early (0–10)
l490,Ceftamin,Male,24,26.0,15,50.52481268,1,5.524812679999997,12.28,Heavy (>22g),13–24 mo,Mid (11–25)
l490,Ceftamin,Male,24,26.0,20,51.90544699,1,6.9054469900000015,15.35,Heavy (>22g),13–24 mo,Mid (11–25)
l490,Ceftamin,Male,24,26.0,25,55.81003359,2,10.810033590000003,24.02,Heavy (>22g),13–24 mo,Mid (11–25)
l490,Ceftamin,Male,24,26.0,30,57.91838132,3,12.918381320000002,28.71,Heavy (>22g),13–24 mo,Late (26–45)
l558,Ceftamin,Female,13,30.0,0,45.0,0,0.0,0.0,Heavy (>22g),13–24 mo,Early (0–10)
l558,Ceftamin,Female,13,30.0,5,45.80908882,0,0.8090888199999995,1.8,Heavy (>22g),13–24 mo,Early (0–10)
l558,Ceftamin,Female,13,30.0,10,46.78453491,0,1.7845349099999979,3.97,Heavy (>22g),13–24 mo,Early (0–10)
l661,Ceftamin,Male,18,26.0,0,45.0,0,0.0,0.0,Heavy (>22g),13–24 mo,Early (0–10)
l661,Ceftamin,Male,18,26.0,5,46.26879904,0,1.2687990399999975,2.82,Heavy (>22g),13–24 mo,Early (0–10)
l661,Ceftamin,Male,18,26.0,10,49.68361956,0,4.683619559999997,10.41,Heavy (>22g),13–24 mo,Early (0–10)
l661,Ceftamin,Male,18,26.0,15,50.94754484,1,5.947544839999999,13.22,Heavy (>22g),13–24 mo,Mid (11–25)
l661,Ceftamin,Male,18,26.0,20,52.61749003,1,7.617490029999999,16.93,Heavy (>22g),13–24 mo,Mid (11–25)
l661,Ceftamin,Male,18,26.0,25,53.18065678,2,8.18065678,18.18,Heavy (>22g),13–24 mo,Mid (11–25)
l661,Ceftamin,Male,18,26.0,30,55.32909936,2,10.32909936,22.95,Heavy (>22g),13–24 mo,Late (26–45)
l661,Ceftamin,Male,18,26.0,35,56.47412871,2,11.474128710000002,25.5,Heavy (>22g),13–24 mo,Late (26–45)
l661,Ceftamin,Male,18,26.0,40,59.20566876,3,14.205668760000002,31.57,Heavy (>22g),13–24 mo,Late (26–45)
l661,Ceftamin,Male,18,26.0,45,59.85195552,3,14.851955519999997,33.0,Heavy (>22g),13–24 mo,Late (26–45)
l700,Naftisol,Female,18,27.0,0,45.0,0,0.0,0.0,Heavy (>22g),13–24 mo,Early (0–10)
l700,Naftisol,Female,18,27.0,5,45.91837165,0,0.9183716499999974,2.04,Heavy (>22g),13–24 mo,Early (0–10)
l700,Naftisol,Female,18,27.0,10,47.01356652,1,2.0135665199999977,4.47,Heavy (>22g),13–24 mo,Early (0–10)
l700,Naftisol,Female,18,27.0,15,49.04022529,1,4.040225290000002,8.98,Heavy (>22g),13–24 mo,Mid (11–25)
l700,Naftisol,Female,18,27.0,20,50.73476811,1,5.734768109999997,12.74,Heavy (>22g),13–24 mo,Mid (11–25)
l700,Naftisol,Female,18,27.0,25,54.23450181,1,9.234501809999998,20.52,Heavy (>22g),13–24 mo,Mid (11–25)
l700,Naftisol,Female,18,27.0,30,56.653215,1,11.653215000000003,25.9,Heavy (>22g),13–24 mo,Late (26–45)
l700,Naftisol,Female,18,27.0,35,61.46260354,1,16.462603540000003,36.58,Heavy (>22g),13–24 mo,Late (26–45)
l700,Naftisol,Female,18,27.0,40,62.98667798,1,17.986677980000003,39.97,Heavy (>22g),13–24 mo,Late (26–45)
l700,Naftisol,Female,18,27.0,45,63.94664044,1,18.946640440000003,42.1,Heavy (>22g),13–24 mo,Late (26–45)
l725,Naftisol,Female,8,26.0,0,45.0,0,0.0,0.0,Heavy (>22g),7–12 mo,Early (0–10)
l725,Naftisol,Female,8,26.0,5,48.73631881,1,3.73631881,8.3,Heavy (>22g),7–12 mo,Early (0–10)
l725,Naftisol,Female,8,26.0,10,50.82391154,2,5.8239115399999974,12.94,Heavy (>22g),7–12 mo,Early (0–10)
l725,Naftisol,Female,8,26.0,15,54.24456268,2,9.244562680000001,20.54,Heavy (>22g),7–12 mo,Mid (11–25)
l725,Naftisol,Female,8,26.0,20,59.6151548,2,14.6151548,32.48,Heavy (>22g),7–12 mo,Mid (11–25)
l725,Naftisol,Female,8,26.0,25,65.00882889,2,20.008828890000004,44.46,Heavy (>22g),7–12 mo,Mid (11–25)
l725,Naftisol,Female,8,26.0,30,66.59954515,3,21.599545149999997,48.0,Heavy (>22g),7–12 mo,Late (26–45)
l725,Naftisol,Female,8,26.0,35,69.12570173,3,24.125701730000003,53.61,Heavy (>22g),7–12 mo,Late (26–45)
l725,Naftisol,Female,8,26.0,40,73.69349382,3,28.69349382,63.76,Heavy (>22g),7–12 mo,Late (26–45)
l725,Naftisol,Female,8,26.0,45,76.66881742,3,31.668817419999996,70.38,Heavy (>22g),7–12 mo,Late (26–45)
l733,Ceftamin,Female,4,30.0,0,45.0,0,0.0,0.0,Heavy (>22g),0–6 mo,Early (0–10)
l733,Ceftamin,Female,4,30.0,5,46.17422627,0,1.1742262699999984,2.61,Heavy (>22g),0–6 mo,Early (0–10)
l733,Ceftamin,Female,4,30.0,10,48.35495154,0,3.354951540000002,7.46,Heavy (>22g),0–6 mo,Early (0–10)
l733,Ceftamin,Female,4,30.0,15,49.28519504,0,4.285195039999998,9.52,Heavy (>22g),0–6 mo,Mid (11–25)
l733,Ceftamin,Female,4,30.0,20,53.24431157,1,8.24431157,18.32,Heavy (>22g),0–6 mo,Mid (11–25)
l733,Ceftamin,Female,4,30.0,25,54.95166826,1,9.951668259999998,22.11,Heavy (>22g),0–6 mo,Mid (11–25)
l733,Ceftamin,Female,4,30.0,30,56.31906537,1,11.319065369999997,25.15,Heavy (>22g),0–6 mo,Late (26–45)
l733,Ceftamin,Female,4,30.0,35,57.60079774,1,12.600797739999997,28.0,Heavy (>22g),0–6 mo,Late (26–45)
l733,Ceftamin,Female,4,30.0,40,59.4435065,1,14.443506499999998,32.1,Heavy (>22g),0–6 mo,Late (26–45)
l733,Ceftamin,Female,4,30.0,45,64.29983003,1,19.299830029999995,42.89,Heavy (>22g),0–6 mo,Late (26–45)
l872,Placebo,Male,19,30.0,0,45.0,0,0.0,0.0,Heavy (>22g),13–24 mo,Early (0–10)
m133,Naftisol,Female,2,26.0,0,45.0,0,0.0,0.0,Heavy (>22g),0–6 mo,Early (0–10)
m133,Naftisol,Female,2,26.0,5,46.62130127,0,1.6213012699999965,3.6,Heavy (>22g),0–6 mo,Early (0–10)
m133,Naftisol,Female,2,26.0,10,47.50333803,0,2.503338030000002,5.56,Heavy (>22g),0–6 mo,Early (0–10)
m133,Naftisol,Female,2,26.0,15,48.6652074,1,3.6652074,8.14,Heavy (>22g),0–6 mo,Mid (11–25)
m133,Naftisol,Female,2,26.0,20,52.63688249,1,7.636882489999998,16.97,Heavy (>22g),0–6 mo,Mid (11–25)
m133,Naftisol,Female,2,26.0,25,54.08243662,2,9.082436620000003,20.18,Heavy (>22g),0–6 mo,Mid (11–25)
m269,Stelasyn,Female,22,28.0,0,45.0,0,0.0,0.0,Heavy (>22g),13–24 mo,Early (0–10)
m269,Stelasyn,Female,22,28.0,5,49.0111801,0,4.011180099999997,8.91,Heavy (>22g),13–24 mo,Early (0–10)
m269,Stelasyn,Female,22,28.0,10,50.86013006,0,5.860130060000003,13.02,Heavy (>22g),13–24 mo,Early (0–10)
m269,Stelasyn,Female,22,28.0,15,55.9053436,0,10.905343600000002,24.23,Heavy (>22g),13–24 mo,Mid (11–25)
m269,Stelasyn,Female,22,28.0,20,61.14586638,0,16.14586638,35.88,Heavy (>22g),13–24 mo,Mid (11–25)
